run,event,trackIndex,gid,layer,wire,localLayer,sLayer,rawDriftDist,rawDriftDistErr,middleX,middleY,isSignal,PID,charge,turnId,scaledFltLen,lrAmbig,posX,posY,posZ,momX,momY,momZ,initialPosX,initialPosY,initialPosZ,initialMomX,initialMomY,initialMomZ
-9947,12,5,1017,14,5,2,3,0.691444,0.011507,27.8833,9.52407,1,211,1,1,0.549114,-1,28.562,9.45864,-21.3675,0.00434089,0.0452464,-0.0295651,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1030,14,18,2,3,0.584349,0.00823563,14.4446,25.6815,1,211,1,-1,0.98256,1,14.4833,26.2549,-37.681,-0.0437635,0.00298677,-0.0307598,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1031,14,19,2,3,0.212766,0.00779985,12.9819,26.451,1,211,1,-1,1.01756,-1,12.9883,26.2689,-38.7345,-0.0437075,-0.00152311,-0.0308195,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,2,1032,14,20,2,3,0.867911,0.0134448,11.4784,27.1373,1,-2212,-1,1,0.0690054,-1,12.1239,26.5613,-6.4567,0.12661,0.178872,-0.0612947,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,1065,14,53,2,3,0.518178,0.00744351,-29.2543,3.51722,1,211,1,1,0.210683,1,-29.1399,3.03215,-25.6292,-0.126191,-0.0297375,-0.120033,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1119,14,107,2,3,0.372043,0.00697636,28.6766,-6.77055,1,-211,-1,1,0.103333,-1,28.511,-7.09204,18.5977,0.164616,-0.0847644,0.103995,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,1120,14,108,2,3,0.279237,0.0072311,29.0111,-5.15199,1,2212,1,1,0.134179,1,29.0101,-4.88996,-32.5632,0.249287,0.000916013,-0.290357,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,5,1130,15,6,3,3,0.5111,0.00735477,29.0995,10.86,1,211,1,1,0.581744,1,28.6074,10.8669,-22.2844,0.000660037,0.0453505,-0.0295317,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1131,15,7,3,3,0.111429,0.0097162,28.4448,12.4746,1,211,1,1,0.61315,-1,28.5282,12.4831,-23.3397,-0.00455084,0.0449634,-0.0296982,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1132,15,8,3,3,0.611154,0.00838676,27.7006,14.0499,1,211,1,1,0.638688,-1,28.2827,14.18,-24.4658,-0.00983033,0.0440086,-0.0298401,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1140,15,16,3,3,0.577365,0.00791247,18.8614,24.6773,1,211,1,-1,0.887232,1,19.0741,25.1839,-34.4083,-0.040885,0.0172064,-0.0302398,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1141,15,17,3,3,0.103456,0.00996641,17.4481,25.6961,1,211,1,-1,0.925975,1,17.4618,25.7518,-35.5787,-0.0428756,0.0106404,-0.0304686,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,0,1142,15,18,3,3,0.567366,0.00780929,15.9798,26.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,2,1144,15,20,3,3,0.395311,0.00702502,12.8973,28.2557,1,-2212,-1,1,0.0755632,-1,13.2009,28.0262,-6.96486,0.131924,0.174591,-0.0609181,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,1178,15,54,3,3,0.270038,0.0074234,-30.9298,2.84127,1,211,1,1,0.222952,1,-30.8619,2.59546,-27.2747,-0.124933,-0.03448,-0.12007,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1231,15,107,3,3,0.163367,0.00853281,30.0168,-7.98205,1,-211,-1,1,0.109145,1,30.0548,-7.91282,19.5798,0.16234,-0.0890504,0.10398,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,1233,15,109,3,3,0.336397,0.00718837,30.7218,-4.57105,1,2212,1,1,0.141198,-1,30.7272,-4.86726,-34.5638,0.249184,0.00456376,-0.290362,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,0,1246,16,10,0,4,0.631255,0.00983582,28.4431,16.1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,5,1247,16,11,0,4,0.427049,0.00691399,27.6183,17.4891,1,211,1,1,0.691068,1,27.2471,17.3244,-26.6619,-0.0182615,0.0411039,-0.0297709,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1249,16,13,0,4,0.159662,0.00814215,25.771,20.1119,1,211,1,0,0.738576,1,25.6711,20.0388,-28.7395,-0.0265945,0.0362845,-0.0296303,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1250,16,14,0,4,0.126943,0.00860759,24.7532,21.3522,1,211,1,0,0.756091,-1,24.6731,21.2818,-29.791,-0.0296763,0.0337796,-0.0296695,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1251,16,15,0,4,0.23884,0.00730894,23.6756,22.5411,1,211,1,0,0.795274,-1,23.5399,22.3893,-30.8419,-0.0332996,0.0298729,-0.0298929,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1252,16,16,0,4,0.380918,0.00689375,22.5411,23.6756,1,211,1,-1,0.822379,-1,22.3405,23.3862,-31.8856,-0.0366946,0.0254667,-0.0299747,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,5,1253,16,17,0,4,0.647841,0.010367,21.3522,24.7532,1,211,1,-1,0.850701,-1,21.051,24.2216,-32.9191,-0.0388028,0.0218943,-0.0300479,0.0537745,0.00156384,1.93036,0.0455061,-0.034186,-0.0383782,
-9947,12,2,1258,16,22,0,4,0.482804,0.00731688,14.6978,29.1995,1,-2212,-1,1,0.079282,1,14.3281,29.4937,-7.48038,0.136239,0.171109,-0.0607159,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,1298,16,62,0,4,0.331639,0.00688714,-32.6014,2.40483,1,211,1,1,0.232626,1,-32.5101,2.11393,-28.8661,-0.123581,-0.0388613,-0.120121,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1358,16,122,0,4,0.0511884,0.0112423,31.5058,-8.71884,1,-211,-1,1,0.114569,-1,31.4995,-8.72969,20.5119,0.159956,-0.093278,0.103964,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,1360,16,124,0,4,0.764006,0.0133491,32.2087,-5.58874,1,2212,1,1,0.148986,1,32.1765,-4.81989,-36.254,0.248869,0.0103662,-0.290391,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,1,1361,16,125,0,4,0.83764,0.0133491,32.4442,-4.0016,1,2212,1,1,0.149252,-1,32.4797,-4.80707,-36.6077,0.248845,0.0109956,-0.290379,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,1387,17,23,1,4,0.68395,0.0107962,14.6502,30.9752,1,-2212,-1,1,0.0810554,-1,15.1746,30.5454,-7.8552,0.138663,0.169089,-0.0606324,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,1427,17,63,1,4,0.162872,0.00835707,-34.2237,1.6813,1,211,1,1,0.246828,1,-34.1759,1.54875,-30.4982,-0.121799,-0.0439752,-0.12015,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1486,17,122,1,4,0.385953,0.00693339,32.7896,-9.9466,1,-211,-1,1,0.120304,1,32.9877,-9.62624,21.4875,0.157466,-0.0974412,0.103937,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,1489,17,125,1,4,0.329823,0.00704263,33.8941,-5.02772,1,2212,1,1,0.159307,1,33.8755,-4.73303,-38.2357,0.248801,0.0157128,-0.290114,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,1516,18,24,2,4,0.103884,0.00932498,16.2869,31.9649,1,-2212,-1,1,0.087073,-1,16.3396,31.9192,-8.35426,0.143073,0.165193,-0.0606063,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,1561,18,69,2,4,0.114248,0.00904184,-35.866,0.804966,1,211,1,1,0.258609,-1,-35.9031,0.894631,-32.2126,-0.119619,-0.0494766,-0.1202,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1625,18,133,2,4,0.181916,0.00798567,34.3593,-10.3176,1,-211,-1,1,0.125771,-1,34.2747,-10.4466,22.3442,0.154883,-0.101504,0.10393,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,1629,18,137,2,4,0.603172,0.0091299,35.6494,-4.01673,1,2212,1,1,0.165863,-1,35.6969,-4.60535,-40.3604,0.24852,0.0200504,-0.28987,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,0,1656,19,24,3,4,0.372501,0.00694923,17.7488,32.9827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,3,1702,19,70,3,4,0.229714,0.00741366,-37.455,0,1,211,1,1,0.271033,-1,-37.539,0.185635,-33.8687,-0.117899,-0.0532988,-0.120236,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1765,19,133,3,4,0.205404,0.00777381,35.6218,-11.5742,1,-211,-1,1,0.131501,1,35.7248,-11.4255,23.3263,0.152211,-0.105461,0.103929,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,0,1769,19,137,3,4,0.589913,0.00810444,37.116,-5.02771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,1,1773,20,1,0,5,0.103061,0.0111916,39.6291,-2.33705,1,2212,1,1,0.183725,1,39.5052,-4.21508,-44.8056,0.247481,0.0317788,-0.28947,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,1802,20,30,0,5,0.105025,0.0111144,18.7135,35.0104,1,-2212,-1,1,0.0965071,1,19.0256,34.8634,-9.4598,0.151536,0.15697,-0.0607266,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,1856,20,84,0,5,0.107572,0.0110143,-39.6291,-2.33705,1,211,1,1,0.289661,1,-39.6791,-0.85398,-36.083,-0.114518,-0.0594142,-0.120625,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,1925,20,153,0,5,0.708704,0.0154594,36.9673,-14.4687,1,-211,-1,1,0.139353,1,37.7952,-12.9212,24.7601,0.147545,-0.111883,0.103956,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,4,1926,20,154,0,5,0.765084,0.0164826,37.5068,-13.0062,1,-211,-1,1,0.136369,-1,37.3846,-12.6123,24.4716,0.148931,-0.110039,0.103953,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,1934,21,2,1,5,0.303975,0.00747084,41.2004,-1.61877,1,2212,1,1,0.191025,-1,41.1722,-3.98742,-46.7576,0.246941,0.0354237,-0.289463,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,0,1963,21,31,1,5,0.787949,0.0164664,18.719,36.7382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,3,2017,21,85,1,5,0.164531,0.00917299,-41.1051,-3.23504,1,211,1,1,0.302351,1,-41.1701,-1.66286,-37.67,-0.112058,-0.0634649,-0.120844,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,2086,21,154,1,5,0.586559,0.00875049,38.6837,-14.2712,1,-211,-1,1,0.14427,-1,38.7196,-13.6369,25.4165,0.145379,-0.114696,0.10392,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,2094,22,2,2,5,0.644018,0.0097519,42.8129,-0.840737,1,2212,1,1,0.198406,-1,42.9033,-3.7198,-48.79,0.246212,0.0405754,-0.289353,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,2121,22,29,2,5,0.876684,0.0153079,21.6528,36.9432,1,-2212,-1,1,0.103289,1,21.4732,37.3057,-10.4217,0.157276,0.15071,-0.060361,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,2,2122,22,30,2,5,0.821698,0.0153079,20.1857,37.7648,1,-2212,-1,1,0.102817,-1,21.1529,36.9942,-10.2979,0.156027,0.152066,-0.0603459,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,2177,22,85,2,5,0.224006,0.00822376,-42.6149,-4.1972,1,211,1,1,0.316234,1,-42.6762,-2.55687,-39.3147,-0.109243,-0.0680073,-0.120914,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,2245,22,153,2,5,0.39103,0.00699814,39.8757,-15.607,1,-211,-1,1,0.150694,-1,40.0812,-14.741,26.4005,0.142027,-0.118874,0.103848,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,2254,23,2,3,5,0.71855,0.0118434,44.4155,-1.74509,1,2212,1,1,0.20172,1,44.1676,-3.50323,-50.2774,0.245734,0.043982,-0.289225,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,1,2255,23,3,3,5,1.20571,0.014509,44.4497,0,1,2212,1,1,0.206231,-1,44.9084,-3.36616,-51.1502,0.245021,0.0471136,-0.289299,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,2282,23,30,3,5,0.45039,0.00721144,21.7191,38.7822,1,-2212,-1,1,0.108656,-1,22.4582,38.2256,-10.7952,0.160126,0.147471,-0.0604349,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,2338,23,86,3,5,0.355611,0.00732304,-44.1416,-5.22451,1,211,1,1,0.33003,1,-44.1797,-3.53098,-40.9991,-0.10616,-0.072524,-0.121029,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,2339,23,87,3,5,1.2027,0.014509,-43.9025,-6.95347,1,211,1,1,0.330433,-1,-45.1066,-4.16426,-42.0558,-0.104542,-0.0748225,-0.121064,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,2405,23,153,3,5,0.188627,0.00892421,41.0662,-17.0102,1,-211,-1,1,0.156747,-1,41.4534,-15.9195,27.4149,0.138682,-0.122775,0.103822,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,2,2437,24,25,0,6,0.492979,0.00764165,23.8779,39.4376,1,-2212,-1,1,0.111642,-1,23.7146,39.3651,-11.2659,0.163193,0.143869,-0.0604611,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,2498,24,86,0,6,0.213879,0.00832988,-46.013,-2.8784,1,211,1,1,0.343817,-1,-45.9895,-4.82403,-43.0946,-0.102818,-0.0770298,-0.121123,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,2574,24,162,0,6,0.673069,0.0109545,43.0506,-16.4962,1,-211,-1,1,0.162534,1,42.9861,-17.3143,28.5768,0.134727,-0.127084,0.103857,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,4,2575,24,163,0,6,0.871694,0.0146648,43.612,-14.9491,1,-211,-1,1,0.158414,-1,42.5386,-16.8921,28.2318,0.13643,-0.125275,0.103847,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,2581,24,169,0,6,0.365917,0.00746709,45.793,-5.33709,1,2212,1,1,0.210541,-1,46.1407,-3.12252,-52.6071,0.244308,0.0500513,-0.289369,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,2613,25,25,1,6,0.246662,0.00811788,25.4279,40.3539,1,-2212,-1,1,0.116838,-1,25.0511,40.5164,-11.7573,0.166908,0.139193,-0.060719,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,2675,25,87,1,6,0.154254,0.00939051,-47.5434,-3.82715,1,211,1,1,0.358087,-1,-47.4451,-5.97113,-44.8435,-0.0992767,-0.0813041,-0.121274,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,2750,25,162,1,6,0.861862,0.014745,44.2276,-17.8589,1,-211,-1,1,0.168461,1,44.2976,-18.5844,29.6007,0.130455,-0.131452,0.103881,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,4,2751,25,163,1,6,0.689154,0.0109294,44.8368,-16.2689,1,-211,-1,1,0.166703,-1,43.8652,-18.1603,29.2611,0.132245,-0.129657,0.103864,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,2757,25,169,1,6,0.847518,0.014745,47.2704,-6.36638,1,2212,1,1,0.216942,1,47.5028,-2.83045,-54.2232,0.243842,0.0539231,-0.289025,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,0,2758,25,170,1,6,0.834965,0.014745,47.4675,-4.67514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,2,2788,26,24,2,6,0.124973,0.00983329,27.0506,41.2769,1,-2212,-1,1,0.120642,1,26.4729,41.6832,-12.271,0.170079,0.135196,-0.0605101,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,2851,26,87,2,6,0.0478943,0.0127163,-49.1133,-4.83724,1,211,1,1,0.373519,-1,-48.8998,-7.22458,-46.6602,-0.0953212,-0.0856211,-0.121466,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,2926,26,162,2,6,0.530873,0.0075126,46.0836,-17.6584,1,-211,-1,1,0.174728,-1,45.1705,-19.4837,30.3039,0.12794,-0.133853,0.103905,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,0,2933,26,169,2,6,0.414515,0.00703985,49.0191,-5.71309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,2,2964,27,24,3,6,0.37974,0.00748678,28.7253,42.1707,1,-2212,-1,1,0.125417,1,27.9531,42.8358,-12.7931,0.173371,0.13084,-0.0602645,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,3028,27,88,3,6,0.13384,0.00990288,-50.6816,-5.90684,1,211,1,1,0.389303,1,-50.3181,-8.56135,-48.5097,-0.0909979,-0.0900137,-0.121595,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,3102,27,162,3,6,0.321393,0.00768931,47.313,-19.1048,1,-211,-1,1,0.181186,-1,46.4655,-20.8729,31.3699,0.123871,-0.137591,0.103944,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,3110,27,170,3,6,0.154879,0.00944991,50.7789,-5.00129,1,2212,1,1,0.236895,-1,51.1029,-1.95456,-58.499,0.240543,0.0652401,-0.288227,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,1,3120,28,4,0,7,0.565762,0.00852773,52.6816,1.19374,1,2212,1,1,0.240834,1,52.5772,-1.5481,-60.2673,0.239673,0.0684024,-0.288141,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,3152,28,36,0,7,0.336663,0.00733241,28.9441,44.0342,1,-2212,-1,1,0.128844,1,29.3638,43.8805,-13.2804,0.175838,0.127328,-0.0602496,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,3231,28,115,0,7,0.427468,0.00715395,-51.2576,-12.224,1,211,1,1,0.399147,1,-51.5819,-9.84924,-50.225,-0.0872524,-0.0937117,-0.121564,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,3232,28,116,0,7,0.847527,0.0149072,-50.8651,-13.7666,1,211,1,1,0.402191,-1,-52.2412,-10.5643,-51.1493,-0.0852331,-0.0956348,-0.12151,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,3312,28,196,0,7,0.491494,0.00759775,47.202,-23.4253,1,-211,-1,1,0.186204,-1,47.6049,-22.1636,32.3366,0.1201,-0.140856,0.104004,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,3329,29,5,1,7,0.40389,0.00720929,54.2064,2.04778,1,2212,1,1,0.248511,1,54.2121,-1.06265,-62.2391,0.238419,0.0725538,-0.288122,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,3360,29,36,1,7,0.566574,0.00849321,30.4767,44.8743,1,-2212,-1,1,0.1335,1,30.7946,44.8868,-13.7664,0.178796,0.122821,-0.060344,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,3440,29,116,1,7,0.786869,0.0165026,-52.5693,-13.3791,1,211,1,1,0.407725,1,-52.6847,-11.0709,-51.7881,-0.0838273,-0.0968435,-0.121525,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,3441,29,117,1,7,0.511473,0.00786462,-52.1412,-14.9607,1,211,1,1,0.416946,-1,-53.3409,-11.8524,-52.7569,-0.0815261,-0.0987056,-0.121579,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,3520,29,196,1,7,0.474799,0.0076382,48.2206,-24.8455,1,-211,-1,1,0.192333,-1,48.7018,-23.483,33.3009,0.116128,-0.144115,0.104035,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,3537,30,5,2,7,0.229456,0.00841271,55.7767,2.95129,1,2212,1,1,0.257304,1,55.8995,-0.524243,-64.2875,0.236542,0.0778064,-0.288225,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,3567,30,35,2,7,0.790765,0.0159409,32.0753,45.7266,1,-2212,-1,1,0.136652,1,32.3088,45.9017,-14.2735,0.181794,0.118142,-0.0603301,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,2,3568,30,36,2,7,0.911369,0.0159409,30.6796,46.6745,1,-2212,-1,1,0.135544,-1,31.8048,45.5706,-14.1057,0.180785,0.119755,-0.0603413,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,3649,30,117,2,7,0.0961497,0.011278,-53.4496,-16.2138,1,211,1,1,0.433158,-1,-54.41,-13.2101,-54.3999,-0.0761962,-0.102614,-0.121639,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,3727,30,195,2,7,0.48545,0.00755367,49.2595,-26.3297,1,-211,-1,1,0.198373,-1,49.8003,-24.881,34.3004,0.112052,-0.147328,0.103993,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,3746,31,6,3,7,0.0852941,0.0124448,57.3515,3.90403,1,2212,1,1,0.268072,1,57.6039,0.0626883,-66.3747,0.234691,0.0831496,-0.288166,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,3,3858,31,118,3,7,0.437055,0.00773794,-54.7506,-17.5157,1,211,1,1,0.445094,1,-55.4165,-14.6083,-56.0405,-0.0725365,-0.105102,-0.121741,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,3859,31,119,3,7,0.889646,0.0148341,-54.1966,-19.1613,1,211,1,1,0.450308,-1,-56.0665,-15.5647,-57.1431,-0.069726,-0.106911,-0.121823,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,3935,31,195,3,7,0.509523,0.00787449,50.2815,-27.8605,1,-211,-1,1,0.204467,-1,50.8747,-26.3309,35.3143,0.107757,-0.150489,0.103999,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,2,3978,32,30,0,8,0.62474,0.0104164,36.2883,46.6564,1,-2212,-1,1,0.146219,1,35.2847,47.732,-15.2483,0.187042,0.108908,-0.0605006,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,2,3979,32,31,0,8,0.806045,0.0139289,35.0546,47.5903,1,-2212,-1,1,0.143656,-1,34.7431,47.4161,-15.073,0.186176,0.11047,-0.0605281,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,4072,32,124,0,8,0.03992,0.0126678,-57.5632,-13.4218,1,211,1,1,0.465457,-1,-56.8042,-16.7564,-58.4822,-0.0662983,-0.108952,-0.121891,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,4166,32,218,0,8,0.362698,0.00743757,53.1816,-25.7949,1,-211,-1,1,0.210862,-1,51.9762,-27.9146,36.3964,0.103134,-0.153884,0.103587,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,2,4218,33,30,1,8,0.716342,0.013671,37.8389,47.3576,1,-2212,-1,1,0.149917,1,36.767,48.573,-15.7248,0.18937,0.104506,-0.0605524,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,2,4219,33,31,1,8,0.760535,0.0140686,36.5863,48.3319,1,-2212,-1,1,0.148225,-1,36.1928,48.2529,-15.5409,0.188378,0.106434,-0.0605017,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,3,4313,33,125,1,8,0.394511,0.0075237,-58.8491,-14.5364,1,211,1,1,0.477281,1,-57.6723,-18.2325,-60.1194,-0.060872,-0.112002,-0.121975,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,3,4314,33,126,1,8,0.805966,0.0140686,-58.4484,-16.0719,1,211,1,1,0.481658,-1,-58.1946,-19.204,-61.1749,-0.0588421,-0.113033,-0.122024,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
-9947,12,4,4406,33,218,1,8,0.335046,0.00765054,54.1898,-27.1658,1,-211,-1,1,0.216958,-1,52.917,-29.3542,37.3582,0.0989217,-0.156548,0.103694,0.0537745,0.00156384,1.93036,0.186084,-0.00511756,0.105916,
-9947,12,1,4422,33,234,1,8,0.252283,0.00814898,60.5542,-2.77623,1,2212,1,1,0.282377,-1,60.8076,1.26791,-70.3346,0.23105,0.0930094,-0.287944,0.0537745,0.00156384,1.93036,0.24431,-0.0848671,-0.305618,
-9947,12,2,4457,34,29,2,8,0.785895,0.0140547,39.4454,48.0643,1,-2212,-1,1,0.153874,1,38.3181,49.4054,-16.2186,0.191568,0.0996539,-0.0607139,0.0537745,0.00156384,1.93036,0.0614813,0.246262,-0.077464,
-9947,12,0,4458,34,30,2,8,0.601458,0.00935347,38.1737,49.0804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
-9947,12,3,4553,34,125,2,8,0.874853,0.0140547,-60.1635,-15.6995,1,211,1,1,0.486888,1,-58.4872,-19.7772,-61.7914,-0.0571451,-0.113843,-0.122074,0.0537745,0.00156384,1.93036,-0.119796,0.0543995,-0.120827,
